,Fecha,MAPE,FECHA-HORA,R2
0,,0.9604125692501007,2021-03-29 23:00:00,0.997469025698837
1,,0.7980021774789117,2021-03-30 23:00:00,0.9960409454736061
2,,3.553887385375348,2021-03-31 23:00:00,0.9735082351757502
3,,2.574349082769338,2021-04-01 23:00:00,0.9853016988685608
4,,1.5483010580751313,2021-04-02 23:00:00,0.9881570706694934
5,,4.639475700967383,2021-04-03 23:00:00,0.9715213257413806
6,,4.136048939719092,2021-04-04 23:00:00,0.9733622544128933
7,,2.160907047065436,2021-04-05 23:00:00,0.9902335527381991
8,,2.1184812684378054,2021-04-06 23:00:00,0.995065779222648
9,,2.371579021908951,2021-04-07 23:00:00,0.9922959971912954
10,,2.5445261294175125,2021-04-08 23:00:00,0.9839517414756687
11,,2.873285379760952,2021-04-09 23:00:00,0.9930123507055446
12,,1.1273455327496462,2021-04-10 23:00:00,0.9929035295987089
13,,1.4492943948079664,2021-04-11 23:00:00,0.9926807038474403
14,,2.8718341404855003,2021-04-12 23:00:00,0.9955292018187667
15,,1.7608454715586457,2021-04-13 23:00:00,0.9977074170293865
16,,0.6668889724683164,2021-04-14 23:00:00,0.9977606341822359
17,,1.5996140429679926,2021-04-15 23:00:00,0.9886774628454978
18,,0.8757702592136253,2021-04-16 23:00:00,0.9961395487300598
19,,1.1166944972924873,2021-04-17 23:00:00,0.9954246277713996
20,,2.4752786374296165,2021-04-18 23:00:00,0.9915865612978948
21,,1.5800461286188294,2021-04-19 23:00:00,0.9958837584823552
22,,4.319673059767471,2021-04-20 23:00:00,0.9945763673439809
23,,3.3780948410873433,2021-04-21 23:00:00,0.9884359494197708
24,,5.677938650723031,2021-04-22 23:00:00,0.9786243406370105
25,,1.4794210450262373,2021-04-23 23:00:00,0.9818884382895026
26,,2.0695775877360165,2021-04-24 23:00:00,0.9795855793614641
27,,1.4658109935531178,2021-04-25 23:00:00,0.98465312551506
28,,4.007454410449159,2021-04-26 23:00:00,0.9892173519577172
29,,1.8877256894003829,2021-04-27 23:00:00,0.9932138336562776
30,,2.2576338591008565,2021-04-28 23:00:00,0.9695509831697117
31,,0.9547140705043932,2021-04-29 23:00:00,0.9947866975079459
32,,2.1189020439758286,2021-04-30 23:00:00,0.9895055491678688
33,,3.4957462455452073,2021-05-01 23:00:00,0.9783234511241671
34,,0.8945340155722634,2021-05-02 23:00:00,0.9952001502300392
35,,5.057781899848407,2021-05-03 23:00:00,0.9958481648538593
36,,0.9769041384392392,2021-05-04 23:00:00,0.992335567671425
37,,1.2930479151849563,2021-05-05 23:00:00,0.9953246560785264
38,,0.8566671955179914,2021-05-06 23:00:00,0.9950787232575268
39,,1.0141708574594375,2021-05-07 23:00:00,0.99391562780451
40,,1.1493195668748906,2021-05-08 23:00:00,0.9936502688272167
41,,1.3499133707790991,2021-05-09 23:00:00,0.9914970901801956
42,,3.3059814820186975,2021-05-10 23:00:00,0.9934132635452313
43,,3.7742832905796124,2021-05-11 23:00:00,0.9787483160607509
44,,3.9830992716773315,2021-05-12 23:00:00,0.9939155824970187
45,,2.5767074282434135,2021-05-13 23:00:00,0.9957192114707208
46,,1.7800792610432585,2021-05-14 23:00:00,0.9953341383505565
47,,1.991000815748006,2021-05-15 23:00:00,0.9781125450107626
48,,0.9815131548433297,2021-05-16 23:00:00,0.9931845576804881
49,,0.8557864942126091,2021-05-17 23:00:00,0.9954288689812132
50,,1.2041708479446267,2021-05-18 23:00:00,0.9934198657554227
51,,1.058038998041179,2021-05-19 23:00:00,0.9938516707113889
52,,0.8306961210840803,2021-05-20 23:00:00,0.9966160337365964
53,,2.4381714924588143,2021-05-21 23:00:00,0.9830941853061598
54,,1.105577911163932,2021-05-22 23:00:00,0.9950596499766391
55,,1.2542102520852985,2021-05-23 23:00:00,0.996123207475416
56,,1.184045488263757,2021-05-24 23:00:00,0.9974818839743116
57,,0.6909115953997295,2021-05-25 23:00:00,0.9984823436892365
58,,1.6888352610229702,2021-05-26 23:00:00,0.998030389110453
59,,1.3825537139765869,2021-05-27 23:00:00,0.9969030664574969
60,,2.151627134480538,2021-05-28 23:00:00,0.9970819190205887
61,,3.5589729251555036,2021-05-29 23:00:00,0.9932264970967306
62,,0.7831764064672496,2021-05-30 23:00:00,0.9970779319936629
63,,3.45181460673653,2021-05-31 23:00:00,0.9963186553398562
64,,0.6019735996245126,2021-06-01 23:00:00,0.9972535846333288
65,,1.2938080570656993,2021-06-02 23:00:00,0.998264391227234
66,,0.7477990470704,2021-06-03 23:00:00,0.9990890149551268
67,,0.904820149806404,2021-06-04 23:00:00,0.996035195778997
68,,4.061664185593048,2021-06-05 23:00:00,0.9934994932978385
69,,3.0915436820644504,2021-06-06 23:00:00,0.9850760504936158
70,,1.3568985070378161,2021-06-07 23:00:00,0.9983802007208638
71,,0.7651470311635278,2021-06-08 23:00:00,0.9982843501174343
72,,1.27318594598665,2021-06-09 23:00:00,0.9973588496802965
73,,1.429462044939083,2021-06-10 23:00:00,0.9943265579744339
74,,2.925419500230247,2021-06-11 23:00:00,0.9958960253591727
75,,1.9647195022423545,2021-06-12 23:00:00,0.9906150890291185
76,,4.576149961788333,2021-06-13 23:00:00,0.9697337703904355
77,,3.0607989966290106,2021-06-14 23:00:00,0.9883056359238376
78,,3.4923672928863927,2021-06-15 23:00:00,0.9966493452271281
79,,7.497481333052298,2021-06-16 23:00:00,0.9731640785789342
80,,7.587008544456876,2021-06-17 23:00:00,0.953061575377703
81,,4.272864048050242,2021-06-18 23:00:00,0.9473311199046941
