,fecha_hora,mape,r2,FECHA
0,2021-03-29 23:00:00,0.8825933613510892,0.9986973218665414,
1,2021-03-30 23:00:00,1.436587298588652,0.9920215589280406,
2,2021-03-31 23:00:00,3.887805845365021,0.955148849094732,
3,2021-04-01 23:00:00,1.4233964041930047,0.9855612675310692,
4,2021-04-02 23:00:00,1.0465018512206956,0.986153088241996,
5,2021-04-03 23:00:00,4.931402192946291,0.9518903292537482,
6,2021-04-04 23:00:00,3.111196471924156,0.9585478570128408,
7,2021-04-05 23:00:00,3.1074496542948307,0.9920902373719962,
8,2021-04-06 23:00:00,2.41289025799308,0.996180548084515,
9,2021-04-07 23:00:00,2.69916796809436,0.9911714804768684,
10,2021-04-08 23:00:00,2.747684191813365,0.9756558295328568,
11,2021-04-09 23:00:00,2.7185181504441758,0.9858979591096944,
12,2021-04-10 23:00:00,1.9648890863128303,0.9845432535638302,
13,2021-04-11 23:00:00,0.864447180166667,0.9956994658406424,
14,2021-04-12 23:00:00,4.2221473815605695,0.9966974548148656,
15,2021-04-13 23:00:00,2.473147581054071,0.9979748056978012,
16,2021-04-14 23:00:00,1.0523154037097513,0.9940679390899912,
17,2021-04-15 23:00:00,2.121384573119029,0.9866525141983594,
18,2021-04-16 23:00:00,0.8076326502049515,0.9950279587209286,
19,2021-04-17 23:00:00,1.6847732897958327,0.9939370589342764,
20,2021-04-18 23:00:00,1.1949471324668846,0.9887715410589404,
21,2021-04-19 23:00:00,0.8606579591509851,0.9975508792354716,
22,2021-04-20 23:00:00,3.6157677342778,0.994531945916582,
23,2021-04-21 23:00:00,1.883252504858228,0.9970839541579104,
24,2021-04-22 23:00:00,3.1152444370786023,0.9838944961004183,
25,2021-04-23 23:00:00,1.2565562393068284,0.9830923321649782,
26,2021-04-24 23:00:00,1.1907975327516989,0.9846739734285992,
27,2021-04-25 23:00:00,1.7718944918960584,0.9915100327286352,
28,2021-04-26 23:00:00,2.5077240438484387,0.9873203473390266,
29,2021-04-27 23:00:00,3.067723526689436,0.9866029345813854,
30,2021-04-28 23:00:00,2.781225469630479,0.972270876465412,
31,2021-04-29 23:00:00,1.975073694737783,0.9836849545274798,
32,2021-04-30 23:00:00,3.045458404311056,0.9943304774937156,
33,2021-05-01 23:00:00,4.466930120463602,0.930273186481758,
34,2021-05-02 23:00:00,2.6550324028279157,0.9919007063523652,
35,2021-05-03 23:00:00,2.7606560997216967,0.9948492204502472,
36,2021-05-04 23:00:00,0.8108201477555319,0.9957705466031088,
37,2021-05-05 23:00:00,3.249142059212165,0.9933778694314116,
38,2021-05-06 23:00:00,1.230407470114988,0.9954910878319018,
39,2021-05-07 23:00:00,1.1591509511019549,0.9921495271092092,
40,2021-05-08 23:00:00,1.3038295542839715,0.98680760877062,
41,2021-05-09 23:00:00,1.334705376758652,0.9854625994774991,
42,2021-05-10 23:00:00,4.264447099487359,0.8825512715525363,
43,2021-05-11 23:00:00,3.197310567835052,0.980256240610529,
44,2021-05-12 23:00:00,3.219387994055978,0.99261585013002,
45,2021-05-13 23:00:00,2.545533985348804,0.9925204052556554,
46,2021-05-14 23:00:00,1.9783372260888532,0.9978904524045104,
47,2021-05-15 23:00:00,1.42051969033281,0.9835442961070092,
48,2021-05-16 23:00:00,1.2115656109440884,0.9952222479843276,
49,2021-05-17 23:00:00,1.196892274391006,0.9916710186709204,
50,2021-05-18 23:00:00,0.7808423938474536,0.9965436236928188,
51,2021-05-19 23:00:00,0.7817037999947201,0.9980685796686224,
52,2021-05-20 23:00:00,0.8347789107159128,0.9968354903161324,
53,2021-05-21 23:00:00,3.0638019152689053,0.972568652312672,
54,2021-05-22 23:00:00,0.9602980316988046,0.9935309256176916,
55,2021-05-23 23:00:00,1.5897005855881396,0.9939826032417028,
56,2021-05-24 23:00:00,1.1960891921670838,0.9971355857810216,
57,2021-05-25 23:00:00,1.2298124087463966,0.9988575228535768,
58,2021-05-26 23:00:00,2.489737684287259,0.998477153709208,
59,2021-05-27 23:00:00,2.278211311204775,0.9977344425214448,
60,2021-05-28 23:00:00,1.2458415769464577,0.9984709684434372,
61,2021-05-29 23:00:00,0.6744188976509781,0.9965059784075296,
62,2021-05-30 23:00:00,2.298174136943452,0.9905508910482632,
63,2021-05-31 23:00:00,1.4317346810266784,0.9986015788798356,
64,2021-06-01 23:00:00,0.8157119886289107,0.9983187030980062,
65,2021-06-02 23:00:00,1.3915447531321643,0.9988638617401772,
66,2021-06-03 23:00:00,1.925650850976542,0.9968177732695168,
67,2021-06-04 23:00:00,1.7887269029050166,0.9949191266746882,
68,2021-06-05 23:00:00,3.4047150579500696,0.9945242288748368,
69,2021-06-06 23:00:00,2.06280892103078,0.9856261670329124,
70,2021-06-07 23:00:00,1.3557491121362075,0.9991683366727876,
71,2021-06-08 23:00:00,1.7500126410577164,0.9963384103390848,
72,2021-06-09 23:00:00,2.311426558641469,0.9964077925939724,
73,2021-06-10 23:00:00,1.7085448039457607,0.9970548643121064,
74,2021-06-11 23:00:00,2.324874134684205,0.9953164593452736,
75,2021-06-12 23:00:00,1.4934025334663523,0.9962683564433188,
76,2021-06-13 23:00:00,2.304419659958844,0.9936608834507848,
77,2021-06-14 23:00:00,1.0290214554238626,0.9974065899413516,
78,2021-06-15 23:00:00,2.442931533134574,0.9982052718600584,
79,2021-06-16 23:00:00,3.548727386047718,0.9937992451204648,
80,2021-06-17 23:00:00,1.7137092154950049,0.9953184135747218,
81,2021-06-18 23:00:00,1.7054397958687006,0.9712418686939396,
82,2021-06-19 23:00:00,1.01674777417972,0.99182363723079,
