,FECHA-HORA,MAPE,R2
0,2021-03-29 23:00:00,2.2046571916940483,0.9960908616120971
1,2021-03-30 23:00:00,1.4284295040851727,0.9906706582346645
2,2021-03-31 23:00:00,3.2907816362017264,0.9467692588124077
3,2021-04-01 23:00:00,1.4981690196921096,0.9754519319246981
4,2021-04-02 23:00:00,0.9764661979299807,0.9821972034317923
5,2021-04-03 23:00:00,3.3554507363138946,0.959074361751497
6,2021-04-04 23:00:00,1.8389459099117802,0.9653609708616986
7,2021-04-05 23:00:00,2.4818410230116603,0.990810460186667
8,2021-04-06 23:00:00,2.452302378944331,0.9923432330586941
9,2021-04-07 23:00:00,3.1198983901029176,0.9893438937095254
10,2021-04-08 23:00:00,2.867798922485117,0.9706548532694266
11,2021-04-09 23:00:00,2.7352195885720287,0.9834661767521503
12,2021-04-10 23:00:00,2.4396304599342247,0.9842161993462601
13,2021-04-11 23:00:00,1.101650994246672,0.9943761719672493
14,2021-04-12 23:00:00,3.6937967271167222,0.9966304825675936
15,2021-04-13 23:00:00,2.1303301973053728,0.9972102418285897
16,2021-04-14 23:00:00,0.8915993572201755,0.9935525736352459
17,2021-04-15 23:00:00,2.792313279191171,0.9928347116135172
18,2021-04-16 23:00:00,0.8097075519513951,0.9955374930100607
19,2021-04-17 23:00:00,1.487163377823355,0.994547202144378
20,2021-04-18 23:00:00,1.4079614265196236,0.9814429507750217
21,2021-04-19 23:00:00,0.9618604945267272,0.9974254364724323
22,2021-04-20 23:00:00,4.661419655806226,0.9958288631842278
23,2021-04-21 23:00:00,2.245669144655994,0.9963350584728916
24,2021-04-22 23:00:00,3.6483386489323375,0.9842328059747176
25,2021-04-23 23:00:00,1.3127025243734043,0.9822583188573553
26,2021-04-24 23:00:00,1.1724505782554273,0.9842132697186259
27,2021-04-25 23:00:00,1.4495092302181833,0.9899177398755489
28,2021-04-26 23:00:00,2.2231804951209893,0.988057923154785
29,2021-04-27 23:00:00,2.5952801203283653,0.9896446023302389
30,2021-04-28 23:00:00,2.728185059169931,0.9727563648646959
31,2021-04-29 23:00:00,1.783594890616599,0.9846951293193758
32,2021-04-30 23:00:00,2.5096252546648268,0.996926673878864
33,2021-05-01 23:00:00,4.491111580641385,0.9518582731959424
34,2021-05-02 23:00:00,1.314157499312049,0.98715848568329
35,2021-05-03 23:00:00,2.700644143546349,0.995020489603619
36,2021-05-04 23:00:00,1.198823590782854,0.9936520446993903
37,2021-05-05 23:00:00,3.289385722398766,0.991652072865696
38,2021-05-06 23:00:00,1.6646803460155128,0.9924502507137868
39,2021-05-07 23:00:00,1.4144975678849878,0.9890894958460155
40,2021-05-08 23:00:00,1.336928511728291,0.9873768405712112
41,2021-05-09 23:00:00,1.4301734817588456,0.9885394404012606
42,2021-05-10 23:00:00,3.9605721504699107,0.9680784353183833
43,2021-05-11 23:00:00,3.318250220802598,0.9776744914226192
44,2021-05-12 23:00:00,2.9926514351844733,0.9903989121983185
45,2021-05-13 23:00:00,2.2289030584769636,0.9922045150391319
46,2021-05-14 23:00:00,2.1493259328094085,0.9968034080141149
47,2021-05-15 23:00:00,1.4765745695535388,0.986320563558839
48,2021-05-16 23:00:00,1.162612110180988,0.994575386423889
49,2021-05-17 23:00:00,1.0492110298386879,0.993997433143015
50,2021-05-18 23:00:00,0.8349571695099404,0.9961557328710162
51,2021-05-19 23:00:00,1.2601983290580514,0.9963111093422544
52,2021-05-20 23:00:00,1.0203665001690585,0.9974522479039101
53,2021-05-21 23:00:00,3.128441172502531,0.9773072619291614
54,2021-05-22 23:00:00,0.6862663539946635,0.9968550146799197
55,2021-05-23 23:00:00,1.4027317425767112,0.994066796802695
56,2021-05-24 23:00:00,1.4067147138052452,0.9988749749564265
57,2021-05-25 23:00:00,1.2259242619643793,0.9988030550960638
58,2021-05-26 23:00:00,2.6185516615763405,0.9982604981434807
59,2021-05-27 23:00:00,2.5664980993408357,0.9985892514008101
60,2021-05-28 23:00:00,1.1614505933755812,0.9962460951293617
61,2021-05-29 23:00:00,0.9357313957727851,0.9961068334346863
62,2021-05-30 23:00:00,2.6566547391382747,0.9912064459894712
63,2021-05-31 23:00:00,1.430221980964163,0.9957766656150702
64,2021-06-01 23:00:00,1.0566069210051778,0.9970477949197334
65,2021-06-02 23:00:00,1.0247716798074056,0.9958545742220516
66,2021-06-03 23:00:00,0.7279548101644333,0.9967250424421992
67,2021-06-04 23:00:00,2.2157957652530866,0.9958972722616644
68,2021-06-05 23:00:00,2.9512425024137965,0.9941684084449652
69,2021-06-06 23:00:00,1.3695915391131888,0.9898083643280463
70,2021-06-07 23:00:00,1.201135144996949,0.997518074409319
71,2021-06-08 23:00:00,1.4529326767185413,0.9960700423698703
72,2021-06-09 23:00:00,2.2219753042128683,0.9949108011628254
73,2021-06-10 23:00:00,1.365187374671792,0.9962486868552141
74,2021-06-11 23:00:00,1.502586283008414,0.9929019459212277
75,2021-06-12 23:00:00,1.265118116468869,0.9979413628787406
76,2021-06-13 23:00:00,1.8551001529312323,0.9943579849067039
77,2021-06-14 23:00:00,1.346157265390159,0.9949094759868256
78,2021-06-15 23:00:00,2.032089650490508,0.9980730623711884
79,2021-06-16 23:00:00,3.476773641471661,0.9917904961016129
80,2021-06-17 23:00:00,1.52825621020483,0.9936262432381486
81,2021-06-18 23:00:00,1.4214918376180772,0.9799961440824172
82,2021-06-19 23:00:00,1.6064557801368753,0.9785184847577932
83,2021-06-20 23:00:00,4.165970310312782,0.8692682382846332
84,2021-06-21 23:00:00,1.4315635462584804,0.9946856260243936
