,FECHA-HORA,MAPE,REAL,ESTIMADO
1294,2021-05-21 22:00:00,5.184935698415112,3699.0,3890.790771484375
1295,2021-05-21 23:00:00,6.18770876262962,3761.0,3993.7197265625
1296,2021-05-22 00:00:00,0.8613401942839872,3722.0,3754.05908203125
1297,2021-05-22 01:00:00,2.012631741256925,3610.0,3682.656005859375
1298,2021-05-22 02:00:00,3.145919264796436,3451.0,3559.565673828125
1299,2021-05-22 03:00:00,3.3022126741368867,3302.0,3411.0390625
1300,2021-05-22 04:00:00,3.324375086339596,3167.0,3272.282958984375
1301,2021-05-22 05:00:00,4.427828306384743,3015.0,3148.4990234375
1302,2021-05-22 06:00:00,3.55462084044367,2930.0000000000005,3034.150390625
1303,2021-05-22 07:00:00,3.4372278603965705,2799.0,2895.2080078125
1304,2021-05-22 08:00:00,1.5617745638068599,2726.0,2768.573974609375
1305,2021-05-22 09:00:00,1.6616200481798717,2802.0,2848.55859375
1306,2021-05-22 10:00:00,1.2714092548076923,2938.0,2975.35400390625
1307,2021-05-22 11:00:00,1.068526931892615,3053.9999999999995,3086.6328125
1308,2021-05-22 12:00:00,1.1911121979001584,3155.0,3192.57958984375
1309,2021-05-22 13:00:00,1.3531713260394291,3259.0,3303.099853515625
1310,2021-05-22 14:00:00,1.2207465277777778,3375.0,3416.2001953125
1311,2021-05-22 15:00:00,1.3034602855248065,3487.0,3532.45166015625
1312,2021-05-22 16:00:00,1.4296667916434151,3584.0,3635.2392578125
1313,2021-05-22 17:00:00,0.9367195009956056,3641.0,3675.10595703125
1314,2021-05-22 18:00:00,0.3964706205985915,3621.0,3635.356201171875
1315,2021-05-22 19:00:00,0.5461635044642857,3500.0,3519.11572265625
1316,2021-05-22 20:00:00,0.7215420902219243,3357.0,3381.22216796875
1317,2021-05-22 21:00:00,0.4425048828125,3416.0,3431.115966796875
1318,2021-05-22 22:00:00,1.2406339664421158,3507.0,3550.509033203125
1319,2021-05-22 23:00:00,2.093900751986379,3524.0,3597.7890625
1320,2021-05-23 00:00:00,1.4657884041809974,3489.0,3437.858642578125
1321,2021-05-23 01:00:00,1.7526692900154683,3394.0,3334.514404296875
1322,2021-05-23 02:00:00,1.1404221754807553,3249.9999999999995,3212.936279296875
1323,2021-05-23 03:00:00,1.0704114122789388,3110.0,3076.710205078125
1324,2021-05-23 04:00:00,0.9413823435403941,2981.9999999999995,2953.927978515625
1325,2021-05-23 05:00:00,0.3337215859320252,2854.0,2844.4755859375
1326,2021-05-23 06:00:00,0.8717110845854452,2762.0,2737.92333984375
1327,2021-05-23 07:00:00,0.6741377303762415,2618.0,2600.35107421875
1328,2021-05-23 08:00:00,1.3146582301125147,2533.0,2499.69970703125
1329,2021-05-23 09:00:00,0.4050329888037999,2579.0,2568.55419921875
1330,2021-05-23 10:00:00,0.4683950859404271,2669.0,2656.49853515625
1331,2021-05-23 11:00:00,0.48534022360304785,2756.0,2742.6240234375
1332,2021-05-23 12:00:00,0.265632541023166,2849.0,2841.43212890625
1333,2021-05-23 13:00:00,0.48151570734869087,2941.0,2955.161376953125
1334,2021-05-23 14:00:00,0.70355292470569,3058.0,3079.5146484375
1335,2021-05-23 15:00:00,0.28810415128613615,3217.0,3207.731689453125
1336,2021-05-23 16:00:00,0.6666533801020409,3332.0,3309.787109375
1337,2021-05-23 17:00:00,1.9196708078933897,3419.0,3353.366455078125
1338,2021-05-23 18:00:00,2.8480293732669293,3426.0,3328.426513671875
1339,2021-05-23 19:00:00,3.4684098818198805,3345.0,3228.981689453125
1340,2021-05-23 20:00:00,2.7440907232308764,3229.0,3140.393310546875
1341,2021-05-23 21:00:00,0.724178547246464,3323.0,3298.935546875
1342,2021-05-23 22:00:00,1.3719175494223592,3484.0,3436.202392578125
1343,2021-05-23 23:00:00,2.4536851477081707,3567.0000000000005,3479.47705078125
1344,2021-05-24 00:00:00,0.47941719455815923,3542.0,3525.01904296875
1345,2021-05-24 01:00:00,0.1639240150653259,3406.0,3411.583251953125
1346,2021-05-24 02:00:00,0.9106950015427338,3241.0,3270.515625
1347,2021-05-24 03:00:00,1.1043151219685874,3072.0,3105.924560546875
1348,2021-05-24 04:00:00,0.6528932327145777,2936.0,2955.1689453125
1349,2021-05-24 05:00:00,1.0295918310424848,2801.0,2829.8388671875
1350,2021-05-24 06:00:00,0.5671068822620973,2710.9999999999995,2726.374267578125
1351,2021-05-24 07:00:00,0.6322976404548989,2572.0,2588.2626953125
1352,2021-05-24 08:00:00,0.8696267841268273,2531.0,2553.01025390625
1353,2021-05-24 09:00:00,1.6519246540012984,2696.0,2740.535888671875
1354,2021-05-24 10:00:00,1.7262024474127506,2894.0,2943.956298828125
1355,2021-05-24 11:00:00,1.998917429070724,3040.0,3100.76708984375
1356,2021-05-24 12:00:00,1.7477578420182618,3176.0,3231.5087890625
1357,2021-05-24 13:00:00,1.4352507237288774,3314.0,3361.564208984375
1358,2021-05-24 14:00:00,2.0186251086012166,3453.0,3522.703125
1359,2021-05-24 15:00:00,1.9418132846709086,3654.0,3724.953857421875
1360,2021-05-24 16:00:00,0.9501155254829027,3831.0,3867.39892578125
1361,2021-05-24 17:00:00,0.23487128176203276,3906.0,3896.825927734375
1362,2021-05-24 18:00:00,1.0529045852728214,3867.0,3826.2841796875
1363,2021-05-24 19:00:00,1.9694905424322693,3728.0,3654.577392578125
1364,2021-05-24 20:00:00,1.7855117408817278,3530.0,3466.971435546875
1365,2021-05-24 21:00:00,0.8887835911342077,3584.0,3552.14599609375
1366,2021-05-24 22:00:00,0.2028980194189297,3756.0,3763.620849609375
1367,2021-05-24 23:00:00,0.20258274748049415,3845.0,3837.210693359375
1368,2021-05-25 00:00:00,0.0752692089792433,3806.0,3803.13525390625
1369,2021-05-25 01:00:00,2.0920860083081574,3641.0,3717.1728515625
1370,2021-05-25 02:00:00,3.3213179515298723,3448.0,3562.51904296875
1371,2021-05-25 03:00:00,3.7142605667535253,3262.0,3383.1591796875
1372,2021-05-25 04:00:00,4.146386118468942,3091.0,3219.164794921875
1373,2021-05-25 05:00:00,4.57252728132438,2941.0,3075.47802734375
1374,2021-05-25 06:00:00,4.118636837288285,2834.0,2950.72216796875
1375,2021-05-25 07:00:00,4.5695047756021285,2678.0,2800.371337890625
1376,2021-05-25 08:00:00,1.8895834571055135,2630.0,2679.696044921875
1377,2021-05-25 09:00:00,1.2397045942585896,2765.0,2799.27783203125
1378,2021-05-25 10:00:00,1.2102470514369277,2949.0,2984.690185546875
1379,2021-05-25 11:00:00,1.7407985548898965,3088.0,3141.755859375
1380,2021-05-25 12:00:00,1.9220394320922813,3213.0,3274.755126953125
1381,2021-05-25 13:00:00,1.828867047491053,3347.9999999999995,3409.23046875
1382,2021-05-25 14:00:00,1.72134090848405,3511.0,3571.436279296875
1383,2021-05-25 15:00:00,2.206867477008385,3697.0,3778.587890625
1384,2021-05-25 16:00:00,1.4544422704114328,3901.0,3957.73779296875
1385,2021-05-25 17:00:00,1.4243095151839718,3968.0,4024.5166015625
1386,2021-05-25 18:00:00,1.2737682470852445,3924.0,3973.982666015625
1387,2021-05-25 19:00:00,1.267883754815356,3764.0,3811.72314453125
1388,2021-05-25 20:00:00,1.5365703454178372,3560.0,3614.701904296875
1389,2021-05-25 21:00:00,0.3835650259914624,3631.0,3644.92724609375
1390,2021-05-25 22:00:00,1.3406460178805775,3810.0,3861.07861328125
1391,2021-05-25 23:00:00,2.134516156530809,3895.0,3978.139404296875
1392,2021-05-26 00:00:00,0.6290901481331169,3850.0,3874.219970703125
1393,2021-05-26 01:00:00,1.7844250164785018,3698.0,3763.988037109375
1394,2021-05-26 02:00:00,2.766183035714286,3500.0,3596.81640625
1395,2021-05-26 03:00:00,3.014802027625038,3319.0,3419.061279296875
1396,2021-05-26 04:00:00,3.81089666985341,3138.0,3257.5859375
1397,2021-05-26 05:00:00,4.110135563711159,2993.0,3116.016357421875
1398,2021-05-26 06:00:00,3.7754089291912365,2881.0000000000005,2989.76953125
1399,2021-05-26 07:00:00,3.675695630617205,2726.0,2826.199462890625
1400,2021-05-26 08:00:00,1.6324614624160134,2679.0,2722.733642578125
1401,2021-05-26 09:00:00,1.7706688877856123,2801.0,2850.596435546875
1402,2021-05-26 10:00:00,2.173929863979265,2966.0,3030.478759765625
1403,2021-05-26 11:00:00,2.4254444176319176,3108.0,3183.3828125
1404,2021-05-26 12:00:00,1.815470764891004,3257.0,3316.1298828125
1405,2021-05-26 13:00:00,1.8547127852219107,3391.0,3453.893310546875
1406,2021-05-26 14:00:00,1.5336918169154623,3567.0000000000005,3621.706787109375
1407,2021-05-26 15:00:00,1.4557385583476707,3778.0,3832.997802734375
1408,2021-05-26 16:00:00,1.701703531487944,3940.0,4007.047119140625
1409,2021-05-26 17:00:00,1.5068949310409385,4006.0,4066.3662109375
1410,2021-05-26 18:00:00,1.1993901416508839,3960.0,4007.495849609375
1411,2021-05-26 19:00:00,0.5305149557080168,3817.0,3837.249755859375
1412,2021-05-26 20:00:00,0.5994440111348593,3626.0,3647.73583984375
1413,2021-05-26 21:00:00,0.4979672639266304,3680.0,3698.3251953125
1414,2021-05-26 22:00:00,1.7648577008928572,3850.0,3917.947021484375
1415,2021-05-26 23:00:00,2.1151242177598224,3945.0,4028.441650390625
1416,2021-05-27 00:00:00,0.574700273898001,3902.0,3879.5751953125
1417,2021-05-27 01:00:00,0.5533355566562334,3754.0,3774.772216796875
1418,2021-05-27 02:00:00,1.5045827759785975,3551.0,3604.427734375
1419,2021-05-27 03:00:00,1.2410890837522175,3382.0,3423.9736328125
1420,2021-05-27 04:00:00,1.272783930997671,3220.0,3260.983642578125
1421,2021-05-27 05:00:00,1.7036094590875734,3066.0,3118.232666015625
1422,2021-05-27 06:00:00,1.2732541670196544,2951.0,2988.57373046875
1423,2021-05-27 07:00:00,0.7539708883050089,2795.0,2816.073486328125
1424,2021-05-27 08:00:00,0.03506208018954729,2717.0,2717.95263671875
1425,2021-05-27 09:00:00,0.1385437956003868,2844.0,2847.940185546875
1426,2021-05-27 10:00:00,0.026854660604932138,3021.0,3021.811279296875
1427,2021-05-27 11:00:00,0.3162699207621083,3159.0,3168.990966796875
1428,2021-05-27 12:00:00,0.2011027771978439,3293.0,3299.622314453125
1429,2021-05-27 13:00:00,0.23515346063465462,3431.0,3439.068115234375
1430,2021-05-27 14:00:00,0.2134527083621041,3618.9999999999995,3611.275146484375
1431,2021-05-27 15:00:00,0.46046293736992716,3844.0,3826.2998046875
1432,2021-05-27 16:00:00,0.6479065274931693,4026.0,3999.915283203125
1433,2021-05-27 17:00:00,1.161427969358865,4106.0,4058.311767578125
1434,2021-05-27 18:00:00,1.5668044739596159,4061.0,3997.3720703125
1435,2021-05-27 19:00:00,2.3445731561302683,3915.0,3823.2099609375
1436,2021-05-27 20:00:00,1.9370750754484758,3707.0,3635.192626953125
1437,2021-05-27 21:00:00,1.3378098527548026,3748.0,3697.85888671875
1438,2021-05-27 22:00:00,0.629936264877164,3928.0,3903.256103515625
1439,2021-05-27 23:00:00,0.12178401985092316,4008.0,4003.118896484375
1440,2021-05-28 00:00:00,2.5492982669162245,3957.0,3856.124267578125
1441,2021-05-28 01:00:00,1.3292834812631371,3806.0,3755.407470703125
1442,2021-05-28 02:00:00,0.7656339196132024,3613.0,3585.337646484375
1443,2021-05-28 03:00:00,1.0025776012824248,3431.0,3396.6015625
1444,2021-05-28 04:00:00,1.160053296429666,3263.0,3225.1474609375
1445,2021-05-28 05:00:00,0.9580200745532839,3106.0,3076.243896484375
1446,2021-05-28 06:00:00,1.7648484406270846,2998.0,2945.08984375
1447,2021-05-28 07:00:00,1.5252774254475363,2821.0,2777.971923828125
1448,2021-05-28 08:00:00,2.9906961767895877,2766.0,2683.27734375
1449,2021-05-28 09:00:00,2.8721520853075466,2902.0,2818.650146484375
1450,2021-05-28 10:00:00,2.8077204349991867,3074.0,2987.690673828125
1451,2021-05-28 11:00:00,2.0753481870303694,3194.0,3127.71337890625
1452,2021-05-28 12:00:00,2.4896856621778545,3337.0,3253.919189453125
1453,2021-05-28 13:00:00,3.109230985638754,3499.0,3390.2080078125
1454,2021-05-28 14:00:00,3.69558868614682,3695.0,3558.447998046875
1455,2021-05-28 15:00:00,3.8575589626403777,3918.0,3766.86083984375
1456,2021-05-28 16:00:00,3.4636605747425837,4079.0,3937.71728515625
1457,2021-05-28 17:00:00,3.248044984726591,4133.0,3998.75830078125
1458,2021-05-28 18:00:00,2.9361963154820465,4066.0,3946.6142578125
1459,2021-05-28 19:00:00,3.3987653477629562,3917.0,3783.870361328125
1460,2021-05-28 20:00:00,3.0593245899703025,3704.0,3590.6826171875
1461,2021-05-28 21:00:00,3.064298297737011,3734.0,3619.5791015625
1462,2021-05-28 22:00:00,1.5834182114998703,3862.0,3800.848388671875
1463,2021-05-28 23:00:00,1.1238043815170395,3932.0,3887.81201171875
1464,2021-05-29 00:00:00,0.07214696552166111,3901.0,3903.814453125
1465,2021-05-29 01:00:00,0.1810816714638158,3800.0,3806.881103515625
1466,2021-05-29 02:00:00,0.5391119598128269,3633.0,3652.5859375
1467,2021-05-29 03:00:00,0.10265163454610951,3470.0,3473.56201171875
1468,2021-05-29 04:00:00,0.2586353196904329,3303.0,3311.542724609375
1469,2021-05-29 05:00:00,0.3102362910403481,3160.0,3169.803466796875
1470,2021-05-29 06:00:00,0.1474895653203228,3036.0,3031.522216796875
1471,2021-05-29 07:00:00,0.7304557565213585,2856.0,2835.13818359375
1472,2021-05-29 08:00:00,1.440919718862007,2790.0,2749.79833984375
